"UNCode","CountryName","Code","ISO3Code","UNICEFCode","MDGRegion1","MDGRegion1excl","MDGRegion2","MDGRegion3","MDGRegion4","MDGRegion5","UNICEFRegion1","UNICEFRegion2","UNICEFRegion3","UNICEFRegion4","UNICEFRegion5","UNICEFRegion6","WHORegion1","WBRegion1","WBRegion2","WBRegion3","WBRegion4","UNPDRegion1","UNPDRegion2","UNPDRegion3","UNPDRegion4","UNPDRegion5","OICRegion1","OICRegion2","OICRegion3","OICRegion4","Countdown.and.COIA.75.Priority.Countries","ECAAfrica","AURegion1","AURegion2","FragileCountries2013","FragileCountries2014","FragileCountries2015","USAIDcountry","M49Region1","M49Region2","M49Region3","UNICEFCountry","pop01950","pop01951","pop01952","pop01953","pop01954","pop01955","pop01956","pop01957","pop01958","pop01959","pop01960","pop01961","pop01962","pop01963","pop01964","pop01965","pop01966","pop01967","pop01968","pop01969","pop01970","pop01971","pop01972","pop01973","pop01974","pop01975","pop01976","pop01977","pop01978","pop01979","pop01980","pop01981","pop01982","pop01983","pop01984","pop01985","pop01986","pop01987","pop01988","pop01989","pop01990","pop01991","pop01992","pop01993","pop01994","pop01995","pop01996","pop01997","pop01998","pop01999","pop02000","pop02001","pop02002","pop02003","pop02004","pop02005","pop02006","pop02007","pop02008","pop02009","pop02010","pop02011","pop02012","pop02013","pop02014","pop02015","pop02016","pop02017","pop02018","pop02019","pop02020","pop02021","pop02022","pop02023","pop02024","pop02025","pop02026","pop02027","pop02028","pop02029","pop02030","pop02031","pop02032","pop02033","pop02034","pop02035","pop02036","pop02037","pop02038","pop02039","pop02040","pop02041","pop02042","pop02043","pop02044","pop02045","pop02046","pop02047","pop02048","pop02049","pop02050","pop1to41950","pop1to41951","pop1to41952","pop1to41953","pop1to41954","pop1to41955","pop1to41956","pop1to41957","pop1to41958","pop1to41959","pop1to41960","pop1to41961","pop1to41962","pop1to41963","pop1to41964","pop1to41965","pop1to41966","pop1to41967","pop1to41968","pop1to41969","pop1to41970","pop1to41971","pop1to41972","pop1to41973","pop1to41974","pop1to41975","pop1to41976","pop1to41977","pop1to41978","pop1to41979","pop1to41980","pop1to41981","pop1to41982","pop1to41983","pop1to41984","pop1to41985","pop1to41986","pop1to41987","pop1to41988","pop1to41989","pop1to41990","pop1to41991","pop1to41992","pop1to41993","pop1to41994","pop1to41995","pop1to41996","pop1to41997","pop1to41998","pop1to41999","pop1to42000","pop1to42001","pop1to42002","pop1to42003","pop1to42004","pop1to42005","pop1to42006","pop1to42007","pop1to42008","pop1to42009","pop1to42010","pop1to42011","pop1to42012","pop1to42013","pop1to42014","pop1to42015","pop1to42016","pop1to42017","pop1to42018","pop1to42019","pop1to42020","pop1to42021","pop1to42022","pop1to42023","pop1to42024","pop1to42025","pop1to42026","pop1to42027","pop1to42028","pop1to42029","pop1to42030","pop1to42031","pop1to42032","pop1to42033","pop1to42034","pop1to42035","pop1to42036","pop1to42037","pop1to42038","pop1to42039","pop1to42040","pop1to42041","pop1to42042","pop1to42043","pop1to42044","pop1to42045","pop1to42046","pop1to42047","pop1to42048","pop1to42049","pop1to42050"
442,"Luxembourg",182,"LUX","LUX","Developed regions","Developed regions","Developed regions","","","","Industrialized countries","Industrialized countries","","","","","Europe","High income: OECD","","High income","","Europe","","More developed regions","More developed regions","","","","","","","","","","","","","","Europe","Western Europe","",1,1605,1787,1949,2085,2196,2277,2326,2355,2374,2386,2402,2429,2462,2492,2505,2493,2460,2405,2333,2249,2161,2060,1953,1857,1792,1772,1810,1892,1997,2089,2145,2161,2142,2105,2073,2068,2086,2128,2187,2260,2342,2424,2514,2601,2672,2717,2735,2728,2700,2660,2618,2582,2544,2513,2503,2518,2543,2596,2666,2748,2830,2911,2990,3065,3139,3209,3302,3390,3467,3525,3562,3576,3567,3548,3531,3531,3561,3606,3659,3709,3750,3782,3805,3822,3834,3845,3863,3878,3893,3911,3933,3964,4000,4036,4075,4114,4162,4208,4252,4294,4332,7395,7055,7061,7204,7425,7723,8318,8710,8981,9218,9474,9614,9775,9938,10045,10072,10081,10021,9896,9729,9539,9299,9029,8752,8507,8303,7954,7827,7855,7921,7940,8107,8172,8159,8152,8216,8302,8423,8596,8810,9065,9315,9617,9953,10281,10556,10793,10967,11077,11125,11116,10982,10867,10774,10716,10717,10649,10694,10837,11036,11233,11372,11566,11784,12002,12221,12584,12912,13212,13488,13741,14053,14265,14402,14508,14598,14567,14619,14723,14833,14912,15030,15129,15212,15286,15363,15466,15552,15628,15703,15780,15865,15963,16076,16192,16312,16465,16622,16780,16935,17085
450,"Madagascar",7,"MDG","MAD","Sub-Saharan Africa","Sub-Saharan Africa","Developing regions","Eastern Africa","Least developed countries","","Eastern and Southern Africa","Sub-Saharan Africa","Africa","Developing countries","Least developed countries","","Africa","Low income","Sub-Saharan Africa","Low income","Low and middle income","Africa","Sub-Saharan Africa","Less developed regions","Least developed countries","Excluding China","","","","","Countdown","Eastern Africa","Africa","Eastern Africa","Non-fragile","Fragile","Fragile","USAID","Africa","Eastern Africa","",1,73039,81662,88413,93507,97100,99309,99508,99346,99172,99445,100658,102936,106413,110690,115165,119373,122536,125506,128543,132008,136149,140561,145563,150911,156289,161423,165839,170292,174254,177083,178470,177095,174441,172239,172851,177882,188642,203578,220401,235959,247953,253547,255879,256497,257749,261442,268244,277406,287628,297088,304458,308572,310908,312330,314111,317235,322099,328239,335429,343257,351360,359466,367853,376467,385239,394101,402845,411640,420338,428785,436886,444508,451808,458856,465781,472694,479736,486769,493766,500674,507449,514206,520845,527410,533951,540501,547230,553957,560706,567500,574347,581460,588609,595703,602614,609255,615816,622087,628110,633956,639674,246214,255641,270506,285266,298573,311562,332982,345509,353046,359517,367960,374214,382076,391781,402249,413044,427385,439314,449905,461215,475066,491820,507911,524067,540694,558528,580695,599640,616145,630389,643000,659371,666764,669148,673154,683807,687616,706960,737959,772644,805985,858629,894580,918815,940997,968840,993976,1022269,1053673,1084461,1112477,1145691,1170676,1189608,1206809,1225433,1240316,1258000,1278483,1300657,1323982,1350689,1378207,1406609,1436489,1468480,1505754,1541238,1575698,1609878,1644602,1682095,1716687,1749263,1780723,1811810,1841958,1871524,1900585,1928979,1956623,1984290,2011323,2037803,2063955,2089985,2117096,2143660,2169891,2196089,2222564,2250781,2278579,2306041,2333177,2360108,2389305,2416760,2442861,2468134,2493026
454,"Malawi",8,"MWI","MLW","Sub-Saharan Africa","Sub-Saharan Africa","Developing regions","South Africa","Least developed countries","","Eastern and Southern Africa","Sub-Saharan Africa","Africa","Developing countries","Least developed countries","","Africa","Low income","Sub-Saharan Africa","Low income","Low and middle income","Africa","Sub-Saharan Africa","Less developed regions","Least developed countries","Excluding China","","","","","Countdown","Southern Africa","Africa","Southern Africa","Non-fragile","Fragile","Non-fragile","USAID","Africa","Eastern Africa","",1,67013,60897,57178,55553,55860,57924,61396,65692,70345,74836,78646,80716,81974,82801,83796,85432,87500,90238,93454,96872,100282,103005,105821,108810,112096,115763,119366,123521,127930,132196,136099,138516,140458,143110,148030,156148,164338,175693,187487,196052,199022,202079,199919,195260,191790,192014,193254,198187,205440,213024,219505,224180,227995,231685,236318,242603,250263,259449,269156,278030,285129,288863,290991,292555,295081,299688,307119,316491,326871,336908,345579,352150,357452,362011,366626,371906,377971,384649,391699,398768,405579,411983,418191,424259,430290,436359,442438,448535,454655,460807,466985,473223,479485,485689,491730,497526,503079,508385,513503,518533,523544,225610,233074,230785,226511,223914,224266,221462,224056,229941,237104,244743,260636,270823,277197,283125,291472,302175,311393,320251,329286,339472,353347,364600,374491,384688,396852,412568,426770,440220,453241,466623,483401,494748,504714,519654,545052,570321,601587,634990,661759,674847,705348,716145,712947,708466,714896,723890,737298,756077,777019,797269,821089,840363,856892,874608,896935,920174,946793,976276,1006277,1035436,1070188,1096660,1117544,1137619,1160336,1176554,1199658,1227956,1257426,1285324,1318647,1347142,1371941,1396011,1421575,1446405,1471662,1497550,1523407,1548944,1575692,1601305,1626038,1650504,1675243,1701010,1725843,1750107,1774191,1798534,1824054,1848852,1873122,1896991,1920689,1946195,1969803,1992008,2013489,2034860
458,"Malaysia",99,"MYS","MLY","South-eastern Asia","South-eastern Asia","Developing regions","","","","East Asia and Pacific","East Asia and Pacific","Asia","Developing countries","","","Western Pacific","Upper middle income","East Asia and Pacific","Middle income","Low and middle income","Asia","","Less developed regions","Excluding least developed countries","Excluding China","OIC","Asia/other","OIC Upper middle income","OIC Middle income","","","","","Non-fragile","Non-fragile","Non-fragile","","Asia","South-Eastern Asia","",1,125090,119260,118808,121178,124848,128909,133118,136927,140717,145068,150495,157258,164580,171265,175731,176951,173955,167858,160568,154825,152648,156020,162897,171471,179144,184103,185015,183301,180800,180035,182712,190149,200814,212818,223661,231687,235591,236726,236459,236698,238763,243496,249734,256620,262916,267704,270305,271487,271289,269835,267272,263312,258528,253082,247140,240895,233769,226443,220092,216354,216346,222073,231362,242320,252244,259123,262247,262299,260205,257468,255260,254111,253379,252902,252383,251603,250899,250044,248964,247552,245736,243744,241354,238701,235955,233248,230871,228574,226420,224474,222783,221607,220690,220047,219678,219564,219924,220496,221162,221761,222182,386110,424772,447068,465852,483267,499910,510253,524524,540825,558163,575636,588895,607748,629182,648772,663242,682764,690207,688977,685819,685084,666925,666197,678133,692363,700074,710571,715081,714291,715636,726823,741881,767627,803276,841127,872070,893729,911890,925010,936093,948695,956155,969764,988171,1007156,1022559,1036464,1046927,1053243,1056034,1056323,1060243,1055193,1043574,1029181,1017232,1013439,1003015,990911,980622,970805,936172,925606,930131,938571,944780,973090,989237,996530,1001881,1009840,1016835,1022064,1026541,1029247,1029430,1024022,1020484,1017512,1013634,1007487,999567,991391,982633,973322,963312,952633,942487,932794,923469,914420,905914,898781,892848,887976,884044,881939,880953,880862,881333,882121
462,"Maldives",70,"MDV","MAL","Southern Asia","Southern Asia excluding India","Developing regions","","","","South Asia","South Asia","Asia","Developing countries","","","South-East Asia","Upper middle income","South Asia","Middle income","Low and middle income","Asia","","Less developed regions","Excluding least developed countries","Excluding China","OIC","Asia/other","OIC Upper middle income","OIC Middle income","","","","","Non-fragile","Non-fragile","Non-fragile","","Asia","Southern Asia","",1,972,1057,1140,1231,1329,1433,1534,1638,1739,1832,1910,1960,1998,2031,2066,2107,2153,2208,2270,2330,2387,2434,2484,2533,2583,2633,2665,2699,2750,2849,3011,3247,3536,3841,4111,4307,4389,4402,4357,4273,4172,4056,3927,3787,3644,3501,3369,3244,3131,3041,2976,2931,2912,2920,2952,3006,3080,3173,3277,3379,3470,3546,3608,3653,3671,3659,3617,3545,3454,3355,3257,3170,3084,3005,2929,2856,2789,2725,2670,2623,2589,2566,2555,2554,2560,2572,2592,2617,2643,2667,2687,2701,2709,2709,2702,2687,2668,2643,2610,2573,2532,3921,3795,3798,3876,4037,4281,4650,4986,5302,5614,5950,6410,6747,7002,7227,7470,7710,7925,8128,8323,8518,8769,8972,9150,9322,9517,9775,9974,10165,10424,10817,11208,11800,12534,13298,14027,15059,15755,16184,16461,16672,16728,16647,16462,16169,15774,15154,14587,14064,13572,13099,12591,12197,11897,11693,11587,11663,11784,11952,12171,12450,12936,13325,13638,13898,14118,14344,14434,14411,14308,14145,13793,13478,13178,12864,12511,12097,11730,11393,11086,10808,10594,10410,10256,10140,10075,10116,10154,10198,10251,10323,10471,10575,10648,10697,10729,10756,10747,10711,10642,10546
466,"Mali",34,"MLI","MLI","Sub-Saharan Africa","Sub-Saharan Africa","Developing regions","West Africa","Least developed countries","","West and Central Africa","Sub-Saharan Africa","Africa","Developing countries","Least developed countries","","Africa","Low income","Sub-Saharan Africa","Low income","Low and middle income","Africa","Sub-Saharan Africa","Less developed regions","Least developed countries","Excluding China","OIC","Africa","OIC Low income","","Countdown","West Africa","Africa","Western Africa","Non-fragile","Fragile","Fragile","USAID","Africa","Western Africa","",1,80804,88196,93706,97656,100240,101587,100786,99715,98674,98044,98228,98947,100803,103447,106363,109148,110656,112189,113860,115842,118259,120065,122402,125103,127969,130857,132879,135042,137408,140096,143168,145857,149079,152530,155833,158742,160943,162923,165102,168058,172189,175985,181069,187026,193283,199419,204416,209460,214782,220737,227585,234229,241731,250022,258992,268472,277668,287450,297189,306125,313764,319704,324564,328876,333433,338853,344711,351478,359017,367076,375423,383559,392022,400739,409614,418551,427012,435540,444074,452567,460985,468972,476916,484767,492489,500056,507276,514366,521293,528025,534541,540736,546746,552556,558142,563501,568601,573502,578274,583008,587763,288740,289609,296447,303444,309547,315987,332631,339158,339908,339496,341911,346369,349181,351808,354771,359356,371061,377645,381332,385200,392412,406552,416091,423310,430342,439574,455482,465984,473495,480854,491039,507356,519777,529948,539126,548954,566165,576961,584340,592374,605022,621343,636627,652239,668835,687609,713795,734889,753420,772729,796021,824484,850675,876398,903751,935408,975949,1013262,1048686,1082896,1116957,1159003,1192006,1219055,1244256,1271128,1295957,1320952,1346765,1373319,1400925,1431083,1460609,1490074,1520439,1552839,1590893,1625918,1659221,1692344,1726902,1765425,1800650,1833789,1866027,1898600,1933040,1964763,1994580,2023266,2051646,2081230,2108340,2133606,2157685,2181284,2206187,2228690,2249491,2269444,2289373
470,"Malta",183,"MLT","MLT","Developed regions","Developed regions","Developed regions","","","","Industrialized countries","Industrialized countries","","","","","Europe","High income: nonOECD","","High income","","Europe","","More developed regions","More developed regions","","","","","","","","","","","","","","Europe","Southern Europe","",1,6075,4833,3964,3392,3084,3002,3137,3359,3604,3802,3894,3821,3608,3302,2974,2679,2405,2156,1962,1857,1858,1985,2219,2507,2778,2980,3075,3102,3071,3004,2918,2797,2654,2516,2427,2406,2485,2637,2815,2958,3021,2973,2847,2674,2508,2389,2332,2321,2330,2321,2268,2159,2010,1849,1713,1631,1611,1643,1705,1772,1820,1852,1868,1871,1866,1862,1858,1849,1842,1839,1846,1864,1890,1923,1958,1994,2035,2077,2111,2131,2134,2118,2085,2038,1986,1934,1888,1844,1803,1767,1736,1713,1697,1687,1680,1674,1671,1670,1671,1673,1677,16925,19449,19685,19200,18594,18093,16406,15797,15801,15879,15615,15279,14833,14216,13550,12901,12002,11162,10414,9790,9313,8624,8430,8594,8908,9236,10049,10562,10849,11048,11256,11444,11434,11313,11165,11058,10615,10526,10671,10844,10909,11262,11303,11111,10865,10682,10342,10118,9985,9834,9593,9398,9091,8700,8324,8051,7773,7628,7610,7636,7605,7463,7383,7311,7240,7188,7270,7304,7315,7335,7380,7410,7473,7563,7666,7768,7868,7990,8119,8229,8303,8408,8437,8408,8344,8258,8099,7950,7805,7654,7495,7299,7143,7018,6911,6814,6758,6709,6665,6634,6623
478,"Mauritania",35,"MRT","MTA","Sub-Saharan Africa","Sub-Saharan Africa","Developing regions","North Africa","Least developed countries","","West and Central Africa","Sub-Saharan Africa","Africa","Developing countries","Least developed countries","","Africa","Lower middle income","Sub-Saharan Africa","Middle income","Low and middle income","Africa","Sub-Saharan Africa","Less developed regions","Least developed countries","Excluding China","OIC","Arab","OIC Low income","","Countdown","North Africa","Africa","Northern Africa","Non-fragile","Non-fragile","Non-fragile","","Africa","Western Africa","",1,13463,13359,13434,13689,14118,14708,15382,16134,16910,17646,18282,18661,18943,19180,19451,19825,20270,20820,21446,22109,22775,23378,23994,24622,25257,25900,26494,27105,27731,28370,29021,29638,30278,30950,31667,32434,33269,34164,35095,36033,36955,37746,38535,39349,40231,41212,42221,43325,44499,45714,46938,48075,49222,50351,51440,52468,53542,54557,55522,56449,57348,58183,59001,59804,60602,61403,62204,63016,63841,64682,65539,66408,67295,68192,69085,69966,70824,71673,72512,73350,74187,75038,75889,76730,77548,78328,79085,79810,80502,81163,81795,82420,83020,83599,84165,84721,85303,85878,86443,86985,87499,46418,47775,48461,49054,49950,51357,52941,54747,56692,58699,60824,63971,66225,67896,69456,71308,73285,75156,77044,78985,81063,83649,85944,88078,90228,92577,95540,98086,100398,102690,105190,108285,111001,113520,116041,118769,121983,125064,128125,131251,134572,138474,141955,145227,148577,152268,156118,159976,163943,168063,172426,177301,181905,186298,190537,194703,199617,203948,207870,211615,215450,219871,223771,227344,230771,234209,237801,241135,244311,247433,250622,254179,257529,260758,263966,267274,271189,274719,278007,281228,284562,288407,291918,295209,298387,301585,305298,308571,311530,314321,317092,320263,323027,325507,327838,330158,332841,335232,337419,339488,341548
480,"Mauritius",17,"MUS","MTS","Sub-Saharan Africa","Sub-Saharan Africa","Developing regions","South Africa","","","Eastern and Southern Africa","Sub-Saharan Africa","Africa","Developing countries","","","Africa","Upper middle income","Sub-Saharan Africa","Middle income","Low and middle income","Africa","Sub-Saharan Africa","Less developed regions","Excluding least developed countries","Excluding China","","","","","","Southern Africa","Africa","Eastern Africa","Non-fragile","Non-fragile","Non-fragile","","Africa","Eastern Africa","",1,9637,9641,10013,10543,11094,11574,11925,12172,12361,12559,12832,13232,13685,14063,14196,13971,13246,12207,11039,10013,9331,9079,9166,9488,9876,10194,10431,10605,10706,10741,10728,10745,10712,10633,10506,10335,10076,9764,9497,9403,9561,10014,10724,11484,12011,12111,11628,10727,9637,8697,8158,8184,8604,9207,9686,9830,9532,8924,8149,7424,6909,6647,6583,6659,6777,6866,6916,6946,6954,6942,6914,6865,6791,6705,6628,6577,6566,6579,6600,6608,6586,6538,6461,6365,6261,6162,6077,5997,5918,5841,5763,5693,5623,5557,5498,5447,5414,5389,5371,5354,5342,34588,35639,36560,37735,39104,40568,42321,43776,44954,46045,47248,48396,49663,50898,51757,52066,53073,52478,50763,48743,47002,44072,42188,41112,40403,39931,41074,41855,42428,42931,43217,42865,42564,42152,41535,40840,40688,40113,39364,38853,38881,38571,39225,40525,41771,42466,44277,44313,43063,41520,40408,37994,36988,37013,37146,36749,37300,36762,35400,33890,32706,30910,29681,28935,28363,27767,27483,27236,26999,26818,26728,26980,27021,26937,26832,26778,26651,26604,26611,26603,26523,26465,26331,26127,25884,25611,25276,24955,24638,24311,23961,23613,23279,22956,22650,22365,22125,21915,21730,21569,21434
484,"Mexico",125,"MEX","MEX","Latin America and the Caribbean","Latin America and the Caribbean","Developing regions","","","Latin America","Latin America and the Caribbean","Latin America and the Caribbean","","Developing countries","","","Americas","Upper middle income","Latin America and the Caribbean","Middle income","Low and middle income","Latin America and the Caribbean","","Less developed regions","Excluding least developed countries","Excluding China","","","","","Countdown","","","","Non-fragile","Non-fragile","Non-fragile","","Americas","Latin America and the Caribbean","Central America",1,503518,577057,633917,676592,706626,725064,728901,728993,728031,729568,737446,755341,781615,813440,846471,877359,903076,925931,949269,977601,1013488,1060227,1113953,1165244,1201747,1215167,1197396,1158905,1110007,1066060,1038941,1036863,1050940,1075968,1103454,1126653,1142563,1154607,1163535,1170746,1177349,1181367,1184160,1186171,1188212,1190848,1197142,1204297,1210180,1211978,1207945,1199752,1186126,1170048,1155547,1145499,1136300,1131260,1129814,1130850,1133316,1138260,1144661,1150573,1153480,1151664,1144210,1131942,1116868,1101993,1089535,1081270,1075360,1070685,1065513,1058577,1050218,1040249,1029269,1018140,1007488,998333,989578,981077,972604,964012,956151,948180,940185,932241,924371,917504,910675,903839,896995,890173,884442,878636,872707,866571,860135,1846557,1890297,1999102,2117861,2230364,2339179,2508924,2615036,2684629,2744998,2816039,2862557,2927509,3009390,3095975,3179531,3278921,3370022,3456456,3552024,3667791,3795604,3942098,4097426,4237891,4349116,4513331,4579191,4573244,4541177,4515777,4404834,4355274,4353201,4365415,4367905,4391200,4414077,4433727,4457790,4492434,4556000,4600059,4631946,4659639,4690277,4720126,4752761,4785448,4808690,4814136,4812686,4797211,4771139,4743027,4718495,4663351,4625163,4599601,4580197,4562011,4546460,4539607,4537494,4535336,4530492,4550025,4545392,4523589,4495719,4469700,4431194,4399693,4373185,4345357,4311868,4279809,4244730,4206439,4166843,4126978,4087933,4049675,4011975,3974169,3936058,3902426,3868367,3834119,3800081,3766487,3737561,3708460,3679148,3649727,3620519,3595708,3570694,3545502,3519982,3493928
492,"Monaco",184,"MCO","MON","Developed regions","Developed regions","Developed regions","","","","Industrialized countries","Industrialized countries","","","","","Europe","High income: nonOECD","","High income","","Europe","","More developed regions","More developed regions","","","","","","","","","","","","","","Europe","Western Europe","",1,79,138,192,232,254,251,212,159,106,63,52,77,136,205,257,272,243,183,108,40,77,65,73,6,38,71,105,141,173,191,191,164,116,60,14,70,69,17,55,91,114,121,117,106,94,88,87,90,97,105,116,130,148,161,169,164,142,107,70,46,48,81,138,204,257,284,277,244,197,155,131,131,149,175,203,220,228,229,224,218,213,211,211,210,211,210,209,209,209,209,209,210,213,216,219,222,225,228,232,234,237,417,374,439,540,618,637,680,619,484,348,288,278,335,464,593,647,722,674,521,340,152,261,305,294,340,385,356,389,446,488,492,545,508,402,286,142,233,247,281,319,349,405,435,439,436,444,446,459,483,515,541,533,552,586,612,621,651,634,586,545,527,421,429,510,599,655,811,865,845,813,804,726,705,732,764,781,814,834,842,845,852,858,861,866,868,869,864,860,859,859,858,854,854,859,864,871,880,891,903,914,924
496,"Mongolia",98,"MNG","MGL","Eastern Asia","Eastern Asia excluding China","Developing regions","","","","East Asia and Pacific","East Asia and Pacific","Asia","Developing countries","","","Western Pacific","Upper middle income","East Asia and Pacific","Middle income","Low and middle income","Asia","","Less developed regions","Excluding least developed countries","Excluding China","","","","","","","","","Non-fragile","Non-fragile","Non-fragile","","Asia","Eastern Asia","",1,10505,11624,12918,14125,15082,15709,15893,15919,15956,16223,16932,18214,19933,21783,23354,24359,24470,24064,23427,22970,23008,23738,24942,26363,27632,28485,28693,28526,28189,27980,28122,28670,29492,30521,31645,32750,33813,34886,35647,35689,34766,32910,30166,27028,24208,22230,21381,21396,21976,22650,23077,22943,22580,22241,22288,22967,24367,26312,28531,30658,32416,33663,34564,35046,35057,34598,33598,32139,30499,29065,28111,27861,28101,28625,29110,29315,29153,28732,28167,27625,27238,27055,27010,27065,27163,27259,27365,27476,27590,27712,27838,27987,28132,28273,28407,28536,28689,28829,28942,29010,29020,37175,38181,40270,42849,45398,47833,52080,54685,56389,58189,60876,63049,66525,70944,75342,79099,84543,87592,88927,89886,91470,91654,93250,95920,98677,100860,104394,106334,107119,107738,108941,109664,111032,113019,115398,118087,121947,125551,128553,130353,130703,133498,132062,127717,122415,117396,107729,101650,98252,95726,92810,91259,89336,87249,86086,86652,88077,91137,95576,100671,106072,114148,120509,125447,129307,132336,135140,135635,134476,132530,130349,124714,121521,119989,118806,117032,116427,115136,113286,111501,110229,109498,108806,108282,107894,107677,108004,108277,108541,108863,109297,110027,110677,111276,111854,112439,113120,113752,114313,114768,115094
498,"Moldova",152,"MDA","MOL","Developed regions","Developed regions","Developed regions","","","","CEE/CIS","CEE/CIS","","","","","Europe","Lower middle income","Europe and Central Asia","Middle income","Low and middle income","Europe","","More developed regions","More developed regions","","","","","","","","","","Non-fragile","Non-fragile","Non-fragile","","Europe","Eastern Europe","",1,22685,27875,32191,35600,38071,39588,40042,39889,39278,38431,37595,37158,36887,36639,36179,35361,34133,32548,31056,30258,30538,32338,35196,38418,41038,42391,42168,40716,38668,36942,36205,36735,38163,40079,41896,43159,43915,44179,43825,42736,40872,38226,34827,31129,27754,25161,23640,22949,22820,22829,22665,22046,21269,20493,19958,19828,20228,20984,21884,22639,23048,22941,22493,21808,21049,20347,19738,19176,18669,18224,17838,17544,17321,17136,16937,16685,16375,16013,15622,15237,14888,14588,14319,14090,13909,13781,13726,13722,13747,13778,13785,13774,13740,13681,13600,13504,13399,13273,13130,12974,12806,77050,81608,90258,99539,108753,118548,133583,143310,149625,154175,158046,158154,158808,159686,159559,157425,152862,148237,143557,139629,136819,131824,131680,134810,138513,140934,149030,151844,150890,149434,150096,149130,150874,154903,159318,162563,166307,169055,170393,170115,168054,166149,160824,153007,144196,135432,122895,113606,106804,101038,95394,92008,88179,84141,80864,79127,79080,79668,80976,82562,84112,86421,87639,87975,87839,87472,85756,84250,82869,81384,79570,76634,74455,72715,71099,69371,68062,66580,64972,63402,61994,60882,59731,58615,57595,56727,55994,55457,55085,54806,54580,54641,54611,54504,54356,54215,54101,53881,53582,53216,52782
499,"Montenegro",156,"MNE","YUGA","Developed regions","Developed regions","Developed regions","","","","CEE/CIS","CEE/CIS","","","","","Europe","Upper middle income","Europe and Central Asia","Middle income","Low and middle income","Europe","","More developed regions","More developed regions","","","","","","","","","","Non-fragile","Non-fragile","Non-fragile","","Europe","Southern Europe","",1,5027,5369,5746,6083,6324,6436,6430,6335,6198,6083,6049,6136,6307,6487,6560,6456,6219,5816,5357,4982,4791,4744,4876,5105,5312,5407,5356,5198,4996,4836,4786,4874,5061,5283,5448,5490,5432,5257,5015,4784,4619,4520,4483,4484,4483,4444,4365,4256,4137,4031,3959,3911,3891,3893,3907,3923,3947,3973,3991,3984,3937,3837,3702,3552,3418,3326,3289,3295,3324,3353,3361,3343,3306,3260,3213,3174,3150,3134,3122,3111,3096,3080,3060,3038,3015,2991,2970,2946,2922,2898,2873,2848,2823,2797,2772,2746,2721,2698,2675,2651,2630,18617,18964,19705,20577,21413,22170,23378,24006,24259,24408,24688,24676,24951,25380,25599,25295,24990,24217,23097,22014,21315,20444,20065,20097,20252,20286,20651,20635,20348,20069,19993,19740,19822,20127,20398,20470,20988,21052,20797,20456,20167,19352,18842,18526,18221,17819,17553,17187,16754,16358,16082,15903,15746,15637,15563,15505,15536,15524,15461,15357,15250,15364,15245,14983,14692,14448,14054,13807,13675,13567,13431,13387,13290,13152,13014,12907,12815,12728,12649,12573,12497,12442,12376,12302,12222,12142,12068,11989,11902,11810,11713,11621,11525,11424,11320,11215,11117,11016,10913,10814,10718
504,"Morocco",59,"MAR","MOR","Northern Africa","Northern Africa","Developing regions","North Africa","","","Middle East and North Africa","Middle East and North Africa","Africa","Developing countries","","North Africa","Eastern Mediterranean","Lower middle income","Middle East and North Africa","Middle income","Low and middle income","Africa","","Less developed regions","Excluding least developed countries","Excluding China","OIC","Arab","OIC Lower middle income","OIC Middle income","Countdown","North Africa","Africa","Northern Africa","Non-fragile","Non-fragile","Non-fragile","","Africa","Northern Africa","",1,154183,184867,209882,229179,242719,250509,251010,249292,246800,245532,247619,254902,266152,279185,290854,298789,302160,302327,300441,298194,296947,296450,297073,298948,302145,306630,311022,316642,323312,330770,338652,346441,354768,361983,366035,365645,358996,348154,335639,325075,319053,319282,324026,330656,335346,335352,329245,318973,306465,294617,285691,280674,278436,278920,281787,286621,293303,301769,311209,320561,328933,335696,341448,345293,346233,343753,337111,327155,315805,305754,298938,296583,297494,300235,302601,302973,300792,296761,291657,286663,282665,280069,278361,277298,276499,275667,274957,274251,273542,272834,272119,271608,271040,270341,269427,268250,267032,265537,263796,261849,259742,525091,547770,596403,648723,697340,743857,820070,865000,891587,913259,939915,953295,975846,1005201,1032956,1053871,1088682,1107753,1114632,1117222,1122329,1131121,1134810,1136779,1139935,1147752,1161960,1175265,1189176,1205848,1228075,1263374,1294008,1320825,1342707,1359710,1388224,1393437,1382496,1366851,1355241,1326658,1313472,1311046,1308745,1299588,1306344,1295484,1271691,1244679,1221128,1190386,1166440,1149408,1137622,1130690,1129512,1136382,1149425,1167213,1189528,1229385,1261010,1286128,1305775,1321040,1340590,1342725,1332639,1317652,1302804,1267653,1246973,1236252,1227185,1213930,1208027,1196683,1180899,1164910,1151781,1141463,1131308,1122077,1113502,1105836,1102204,1097884,1093240,1088833,1085198,1084698,1083025,1080499,1077381,1074031,1072527,1069254,1064579,1058910,1052612
